county,births_2022,deaths_2022,domestic_mig_2022,gq_estimates_2022,international_mig_2022,n_pop_chg_2022,natural_chg_2022,net_mig_2022,pop_estimate_2022,r_birth_2022,r_death_2022,r_domestic_mig_2022,r_international_mig_2022,r_natural_chg_2022,r_net_mig_2022,residual_2022,civilian_labor_force_2022,employed_2022,med_hh_income_percent_of_state_total_2022,median_household_income_2022,unemployed_2022,unemployment_rate_2022,state
"colquitt county, ga",,,,,,,,,,,,,,,,,21895.0,21252.0,67.7,49214.0,643.0,2.9,
columbia county,274.0,319.0,-165.0,1901.0,15.0,-204.0,-45.0,-150.0,22286.0,12.2,14.2,-7.4,0.7,-2.0,-6.7,-9.0,,,,,,,
"columbia county, ar",,,,,,,,,,,,,,,,,8691.0,8321.0,85.2,47278.0,370.0,4.3,
"columbia county, fl",,,,,,,,,,,,,,,,,29366.0,28388.0,78.0,54060.0,978.0,3.3,
"columbia county, ga",,,,,,,,,,,,,,,,,75689.0,73484.0,129.5,94224.0,2205.0,2.9,
"columbia county, ny",,,,,,,,,,,,,,,,,30401.0,29549.0,105.1,83533.0,852.0,2.8,
"columbia county, or",,,,,,,,,,,,,,,,,24960.0,23828.0,102.6,77572.0,1132.0,4.5,
"columbia county, pa",,,,,,,,,,,,,,,,,33868.0,32451.0,82.4,59127.0,1417.0,4.2,
"columbia county, wa",,,,,,,,,,,,,,,,,1738.0,1647.0,69.0,62935.0,91.0,5.2,
"columbia county, wi",,,,,,,,,,,,,,,,,31918.0,31081.0,110.9,78767.0,837.0,2.6,
columbiana county,970.0,1635.0,-49.0,3730.0,-7.0,-783.0,-665.0,-56.0,100569.0,9.6,16.2,-0.5,-0.1,-6.6,-0.6,-62.0,,,,,,,
"columbiana county, oh",,,,,,,,,,,,,,,,,44774.0,42709.0,82.3,54167.0,2065.0,4.6,
columbus county,607.0,895.0,346.0,2492.0,3.0,55.0,-288.0,349.0,50075.0,12.1,17.9,6.9,0.1,-5.8,7.0,-6.0,,,,,,,
"columbus county, nc",,,,,,,,,,,,,,,,,23539.0,22522.0,67.2,45379.0,1017.0,4.3,
colusa county,287.0,186.0,-114.0,138.0,3.0,-10.0,101.0,-111.0,21909.0,13.1,8.5,-5.2,0.1,4.6,-5.1,0.0,,,,,,,
"colusa county, ca",,,,,,,,,,,,,,,,,10199.0,9000.0,79.7,72963.0,1199.0,11.8,
comal county,1807.0,1751.0,9237.0,1486.0,42.0,9772.0,56.0,9279.0,184749.0,10.0,9.7,51.4,0.2,0.3,51.6,437.0,,,,,,,
"comal county, tx",,,,,,,,,,,,,,,,,82200.0,79317.0,128.6,92979.0,2883.0,3.5,
comanche county,18.0,33.0,39.0,42.0,0.0,27.0,-15.0,39.0,1690.0,10.7,19.7,23.3,0.0,-8.9,23.3,3.0,,,,,,,
"comanche county, ks",,,,,,,,,,,,,,,,,868.0,849.0,78.0,53657.0,19.0,2.2,
"comanche county, ok",,,,,,,,,,,,,,,,,47985.0,46232.0,93.2,55600.0,1753.0,3.7,
"comanche county, tx",,,,,,,,,,,,,,,,,6343.0,6120.0,71.3,51559.0,223.0,3.5,
"comerio municipio, pr",,,,,,,,,,,,,,,,,5303.0,4944.0,,,359.0,6.8,
comerío municipio,,,,,,,,,18613.0,,,,,,,,,,,,,,
concho county,25.0,34.0,12.0,1052.0,19.0,19.0,-9.0,31.0,3367.0,7.4,10.1,3.6,5.7,-2.7,9.2,-3.0,,,,,,,
"concho county, tx",,,,,,,,,,,,,,,,,1333.0,1290.0,70.8,51191.0,43.0,3.2,
concordia parish,161.0,296.0,-273.0,874.0,81.0,-322.0,-135.0,-192.0,18026.0,8.9,16.3,-15.0,4.5,-7.4,-10.6,5.0,,,,,,,
"concordia parish, la",,,,,,,,,,,,,,,,,6931.0,6611.0,74.1,41101.0,320.0,4.6,
conecuh county,134.0,221.0,-4.0,128.0,0.0,-96.0,-87.0,-4.0,11224.0,11.9,19.6,-0.4,0.0,-7.7,-0.4,-5.0,,,,,,,
"conecuh county, al",,,,,,,,,,,,,,,,,4252.0,4106.0,60.5,36106.0,146.0,3.4,
conejos county,101.0,113.0,21.0,57.0,-1.0,5.0,-12.0,20.0,7587.0,13.3,14.9,2.8,-0.1,-1.6,2.6,-3.0,,,,,,,
"conejos county, co",,,,,,,,,,,,,,,,,3931.0,3802.0,55.2,49141.0,129.0,3.3,
contra costa county,11774.0,8998.0,-14649.0,10905.0,4660.0,-6922.0,2776.0,-9989.0,1157019.0,10.1,7.8,-12.6,4.0,2.4,-8.6,291.0,,,,,,,
"contra costa county, ca",,,,,,,,,,,,,,,,,547625.0,528017.0,130.8,119667.0,19608.0,3.6,
converse county,144.0,162.0,120.0,84.0,4.0,103.0,-18.0,124.0,13765.0,10.5,11.8,8.8,0.3,-1.3,9.0,-3.0,,,,,,,
"converse county, wy",,,,,,,,,,,,,,,,,7731.0,7504.0,109.5,78015.0,227.0,2.9,
conway county,232.0,316.0,187.0,171.0,18.0,119.0,-84.0,205.0,21021.0,11.1,15.1,8.9,0.9,-4.0,9.8,-2.0,,,,,,,
"conway county, ar",,,,,,,,,,,,,,,,,8333.0,8030.0,94.4,52405.0,303.0,3.6,
cook county,217.0,236.0,110.0,273.0,58.0,147.0,-19.0,168.0,17409.0,12.5,13.6,6.3,3.3,-1.1,9.7,-2.0,,,,,,,
"cook county, ga",,,,,,,,,,,,,,,,,8226.0,7963.0,61.1,44476.0,263.0,3.2,
"cook county, il",,,,,,,,,,,,,,,,,2659157.0,2528507.0,99.8,76614.0,130650.0,4.9,
"cook county, mn",,,,,,,,,,,,,,,,,2870.0,2774.0,84.1,69279.0,96.0,3.3,
cooke county,555.0,523.0,581.0,743.0,20.0,650.0,32.0,601.0,43048.0,13.0,12.2,13.6,0.5,0.7,14.1,17.0,,,,,,,
"cooke county, tx",,,,,,,,,,,,,,,,,20068.0,19386.0,92.0,66466.0,682.0,3.4,
cooper county,182.0,225.0,135.0,721.0,1.0,87.0,-43.0,136.0,16763.0,10.9,13.5,8.1,0.1,-2.6,8.1,-6.0,,,,,,,
"cooper county, mo",,,,,,,,,,,,,,,,,7036.0,6862.0,97.6,63247.0,174.0,2.5,
coos county,227.0,587.0,409.0,1414.0,27.0,97.0,-360.0,436.0,31476.0,7.2,18.7,13.0,0.9,-11.5,13.9,21.0,,,,,,,
"coos county, nh",,,,,,,,,,,,,,,,,14249.0,13815.0,57.6,52292.0,434.0,3.0,
"coos county, or",,,,,,,,,,,,,,,,,26391.0,25083.0,74.0,55983.0,1308.0,5.0,
coosa county,86.0,183.0,90.0,286.0,-2.0,-7.0,-97.0,88.0,10307.0,8.3,17.7,8.7,-0.2,-9.4,8.5,2.0,,,,,,,
"coosa county, al",,,,,,,,,,,,,,,,,4463.0,4353.0,82.9,49485.0,110.0,2.5,
copiah county,317.0,396.0,-166.0,932.0,43.0,-210.0,-79.0,-123.0,27712.0,11.4,14.2,-6.0,1.5,-2.8,-4.4,-8.0,,,,,,,
"copiah county, ms",,,,,,,,,,,,,,,,,10733.0,10271.0,82.0,43308.0,462.0,4.3,
copper river census area,25.0,39.0,3.0,25.0,-1.0,-12.0,-14.0,2.0,2609.0,9.6,14.9,1.1,-0.4,-5.4,0.8,0.0,,,,,,,
"copper river census area, ak",,,,,,,,,,,,,,,,,1406.0,1271.0,72.5,63837.0,135.0,9.6,
corozal municipio,,,,,,,,,34304.0,,,,,,,,,,,,,,
"corozal municipio, pr",,,,,,,,,,,,,,,,,9561.0,8877.0,,,684.0,7.2,
corson county,74.0,64.0,-40.0,7.0,0.0,-32.0,10.0,-40.0,3817.0,19.3,16.7,-10.4,0.0,2.6,-10.4,-2.0,,,,,,,
"corson county, sd",,,,,,,,,,,,,,,,,1278.0,1241.0,55.7,39329.0,37.0,2.9,
cortland county,419.0,557.0,-185.0,4029.0,14.0,-332.0,-138.0,-171.0,46081.0,9.1,12.0,-4.0,0.3,-3.0,-3.7,-23.0,,,,,,,
"cortland county, ny",,,,,,,,,,,,,,,,,22551.0,21678.0,73.3,58274.0,873.0,3.9,
coryell county,1026.0,707.0,-631.0,12043.0,121.0,-184.0,319.0,-510.0,84205.0,12.2,8.4,-7.5,1.4,3.8,-6.1,7.0,,,,,,,
"coryell county, tx",,,,,,,,,,,,,,,,,24651.0,23532.0,87.8,63428.0,1119.0,4.5,
coshocton county,429.0,530.0,67.0,348.0,10.0,-43.0,-101.0,77.0,36615.0,11.7,14.5,1.8,0.3,-2.8,2.1,-19.0,,,,,,,
"coshocton county, oh",,,,,,,,,,,,,,,,,13663.0,12997.0,77.1,50731.0,666.0,4.9,
costilla county,35.0,59.0,27.0,13.0,0.0,2.0,-24.0,27.0,3615.0,9.7,16.3,7.5,0.0,-6.6,7.5,-1.0,,,,,,,
"costilla county, co",,,,,,,,,,,,,,,,,1768.0,1694.0,41.5,36970.0,74.0,4.2,
cottle county,10.0,21.0,-27.0,0.0,0.0,-38.0,-11.0,-27.0,1317.0,7.5,15.7,-20.2,0.0,-8.2,-20.2,0.0,,,,,,,
"cottle county, tx",,,,,,,,,,,,,,,,,862.0,838.0,62.7,45351.0,24.0,2.8,
cotton county,58.0,109.0,57.0,36.0,0.0,7.0,-51.0,57.0,5449.0,10.7,20.0,10.5,0.0,-9.4,10.5,1.0,,,,,,,
"cotton county, ok",,,,,,,,,,,,,,,,,2711.0,2627.0,85.6,51036.0,84.0,3.1,
cottonwood county,142.0,167.0,-196.0,319.0,5.0,-212.0,-25.0,-191.0,11382.0,12.4,14.5,-17.1,0.4,-2.2,-16.6,4.0,,,,,,,
"cottonwood county, mn",,,,,,,,,,,,,,,,,6647.0,6468.0,72.8,59981.0,179.0,2.7,
covington city,73.0,122.0,-35.0,77.0,4.0,-83.0,-49.0,-31.0,5633.0,12.9,21.5,-6.2,0.7,-8.6,-5.5,-3.0,,,,,,,
"covington city, va",,,,,,,,,,,,,,,,,2285.0,2193.0,54.3,46592.0,92.0,4.0,
covington county,418.0,711.0,336.0,778.0,-1.0,33.0,-293.0,335.0,37603.0,11.1,18.9,8.9,0.0,-7.8,8.9,-9.0,,,,,,,
"covington county, al",,,,,,,,,,,,,,,,,15080.0,14692.0,78.7,46958.0,388.0,2.6,
"covington county, ms",,,,,,,,,,,,,,,,,8197.0,7917.0,88.3,46630.0,280.0,3.4,
coweta county,1658.0,1527.0,2515.0,997.0,189.0,2906.0,131.0,2704.0,152879.0,10.9,10.1,16.6,1.2,0.9,17.9,71.0,,,,,,,
"coweta county, ga",,,,,,,,,,,,,,,,,77557.0,75424.0,120.5,87618.0,2133.0,2.8,
cowley county,414.0,528.0,-110.0,1949.0,30.0,-201.0,-114.0,-80.0,34423.0,12.0,15.3,-3.2,0.9,-3.3,-2.3,-7.0,,,,,,,
"cowley county, ks",,,,,,,,,,,,,,,,,16415.0,15935.0,82.0,56416.0,480.0,2.9,
cowlitz county,1230.0,1509.0,563.0,937.0,107.0,379.0,-279.0,670.0,112064.0,11.0,13.5,5.0,1.0,-2.5,6.0,-12.0,,,,,,,
"cowlitz county, wa",,,,,,,,,,,,,,,,,48420.0,45801.0,78.7,71847.0,2619.0,5.4,
craig county,156.0,232.0,35.0,985.0,25.0,-25.0,-76.0,60.0,14176.0,11.0,16.4,2.5,1.8,-5.4,4.2,-9.0,,,,,,,
"craig county, ok",,,,,,,,,,,,,,,,,5944.0,5758.0,82.0,48922.0,186.0,3.1,
"craig county, va",,,,,,,,,,,,,,,,,2310.0,2242.0,73.0,62672.0,68.0,2.9,
craighead county,1553.0,1219.0,721.0,3178.0,48.0,1069.0,334.0,769.0,112863.0,13.8,10.9,6.4,0.4,3.0,6.8,-34.0,,,,,,,
"craighead county, ar",,,,,,,,,,,,,,,,,57007.0,55481.0,109.1,60580.0,1526.0,2.7,
crane county,66.0,48.0,-105.0,88.0,-2.0,-85.0,18.0,-107.0,4551.0,14.4,10.4,-22.9,-0.4,3.9,-23.3,4.0,,,,,,,
"crane county, tx",,,,,,,,,,,,,,,,,1649.0,1567.0,93.9,67889.0,82.0,5.0,
craven county,1267.0,1361.0,699.0,3343.0,85.0,691.0,-94.0,784.0,101087.0,12.6,13.5,6.9,0.8,-0.9,7.8,1.0,,,,,,,
"craven county, nc",,,,,,,,,,,,,,,,,42075.0,40508.0,93.4,63076.0,1567.0,3.7,
crawford county,725.0,875.0,648.0,673.0,126.0,611.0,-150.0,774.0,61041.0,11.9,14.4,10.7,2.1,-2.5,12.7,-13.0,,,,,,,
"crawford county, ar",,,,,,,,,,,,,,,,,26156.0,25343.0,98.6,54741.0,813.0,3.1,
"crawford county, ga",,,,,,,,,,,,,,,,,5340.0,5167.0,82.9,60295.0,173.0,3.2,
"crawford county, ia",,,,,,,,,,,,,,,,,7793.0,7467.0,96.6,67363.0,326.0,4.2,
"crawford county, il",,,,,,,,,,,,,,,,,8288.0,7933.0,86.4,66333.0,355.0,4.3,
"crawford county, in",,,,,,,,,,,,,,,,,4793.0,4622.0,80.2,53547.0,171.0,3.6,
"crawford county, ks",,,,,,,,,,,,,,,,,19116.0,18569.0,75.3,51835.0,547.0,2.9,
"crawford county, mi",,,,,,,,,,,,,,,,,5479.0,5127.0,86.1,57600.0,352.0,6.4,
"crawford county, mo",,,,,,,,,,,,,,,,,10685.0,10371.0,81.1,52536.0,314.0,2.9,
"crawford county, oh",,,,,,,,,,,,,,,,,17652.0,16808.0,85.0,55912.0,844.0,4.8,
"crawford county, pa",,,,,,,,,,,,,,,,,37890.0,36199.0,76.3,54774.0,1691.0,4.5,
"crawford county, wi",,,,,,,,,,,,,,,,,7093.0,6822.0,89.9,63862.0,271.0,3.8,
creek county,779.0,1093.0,768.0,731.0,15.0,462.0,-314.0,783.0,72686.0,10.8,15.1,10.6,0.2,-4.3,10.8,-7.0,,,,,,,
"creek county, ok",,,,,,,,,,,,,,,,,31810.0,30683.0,96.5,57545.0,1127.0,3.5,
crenshaw county,156.0,240.0,55.0,153.0,14.0,-21.0,-84.0,69.0,13048.0,11.9,18.4,4.2,1.1,-6.4,5.3,-6.0,,,,,,,
"crenshaw county, al",,,,,,,,,,,,,,,,,5965.0,5805.0,82.3,49161.0,160.0,2.7,
crisp county,236.0,305.0,-197.0,421.0,-3.0,-271.0,-69.0,-200.0,19729.0,11.9,15.4,-9.9,-0.2,-3.5,-10.1,-2.0,,,,,,,
"crisp county, ga",,,,,,,,,,,,,,,,,9731.0,9305.0,60.3,43884.0,426.0,4.4,
crittenden county,703.0,674.0,-436.0,474.0,30.0,-387.0,29.0,-406.0,47051.0,14.9,14.3,-9.2,0.6,0.6,-8.6,-10.0,,,,,,,
"crittenden county, ar",,,,,,,,,,,,,,,,,20422.0,19620.0,89.4,49644.0,802.0,3.9,
"crittenden county, ky",,,,,,,,,,,,,,,,,3800.0,3638.0,85.2,50452.0,162.0,4.3,
crockett county,156.0,217.0,-76.0,170.0,12.0,-128.0,-61.0,-64.0,13862.0,11.2,15.6,-5.5,0.9,-4.4,-4.6,-3.0,,,,,,,
"crockett county, tn",,,,,,,,,,,,,,,,,6847.0,6628.0,82.2,53598.0,219.0,3.2,
"crockett county, tx",,,,,,,,,,,,,,,,,1432.0,1375.0,99.4,71851.0,57.0,4.0,
crook county,250.0,333.0,659.0,157.0,1.0,615.0,-83.0,660.0,26377.0,9.6,12.8,25.3,0.0,-3.2,25.3,38.0,,,,,,,
"crook county, or",,,,,,,,,,,,,,,,,11182.0,10608.0,92.0,69563.0,574.0,5.1,
"crook county, wy",,,,,,,,,,,,,,,,,3944.0,3831.0,98.5,70196.0,113.0,2.9,
crosby county,67.0,100.0,-68.0,65.0,9.0,-93.0,-33.0,-59.0,4992.0,13.3,19.8,-13.5,1.8,-6.5,-11.7,-1.0,,,,,,,
"crosby county, tx",,,,,,,,,,,,,,,,,2420.0,2319.0,64.3,46457.0,101.0,4.2,
cross county,189.0,271.0,-22.0,145.0,30.0,-82.0,-82.0,8.0,16590.0,11.4,16.3,-1.3,1.8,-4.9,0.5,-8.0,,,,,,,
"cross county, ar",,,,,,,,,,,,,,,,,6903.0,6656.0,87.0,48299.0,247.0,3.6,
crow wing county,633.0,848.0,728.0,1313.0,16.0,542.0,-215.0,744.0,67884.0,9.4,12.5,10.8,0.2,-3.2,11.0,13.0,,,,,,,
"crow wing county, mn",,,,,,,,,,,,,,,,,33473.0,32441.0,81.8,67373.0,1032.0,3.1,
crowley county,29.0,68.0,-71.0,2531.0,-1.0,-108.0,-39.0,-72.0,5627.0,5.1,12.0,-12.5,-0.2,-6.9,-12.7,3.0,,,,,,,
"crowley county, co",,,,,,,,,,,,,,,,,1356.0,1304.0,55.9,49785.0,52.0,3.8,
culberson county,31.0,31.0,-20.0,48.0,1.0,-19.0,0.0,-19.0,2163.0,14.3,14.3,-9.2,0.5,0.0,-8.7,0.0,,,,,,,
"culberson county, tx",,,,,,,,,,,,,,,,,1159.0,1126.0,72.2,52160.0,33.0,2.8,
culebra municipio,,,,,,,,,1769.0,,,,,,,,,,,,,,
"culebra municipio, pr",,,,,,,,,,,,,,,,,986.0,963.0,,,23.0,2.3,
cullman county,1003.0,1300.0,1293.0,1244.0,-2.0,1024.0,-297.0,1291.0,90663.0,11.1,14.4,14.3,0.0,-3.3,14.3,30.0,,,,,,,
"cullman county, al",,,,,,,,,,,,,,,,,39477.0,38688.0,103.5,61774.0,789.0,2.0,
culpeper county,667.0,566.0,287.0,1430.0,147.0,518.0,101.0,434.0,54290.0,12.3,10.5,5.3,2.7,1.9,8.0,-17.0,,,,,,,
"culpeper county, va",,,,,,,,,,,,,,,,,25528.0,24839.0,109.8,94287.0,689.0,2.7,
cumberland county,107.0,148.0,3.0,98.0,0.0,-44.0,-41.0,3.0,10308.0,10.4,14.3,0.3,0.0,-4.0,0.3,-6.0,,,,,,,
"cumberland county, il",,,,,,,,,,,,,,,,,5930.0,5719.0,103.1,79140.0,211.0,3.6,
"cumberland county, ky",,,,,,,,,,,,,,,,,3362.0,3252.0,82.5,48864.0,110.0,3.3,
"cumberland county, me",,,,,,,,,,,,,,,,,163301.0,159534.0,127.5,88571.0,3767.0,2.3,
"cumberland county, nc",,,,,,,,,,,,,,,,,127611.0,121003.0,85.9,58013.0,6608.0,5.2,
"cumberland county, nj",,,,,,,,,,,,,,,,,69010.0,65338.0,63.2,60892.0,3672.0,5.3,
"cumberland county, pa",,,,,,,,,,,,,,,,,134905.0,130606.0,113.2,81295.0,4299.0,3.2,
"cumberland county, tn",,,,,,,,,,,,,,,,,23261.0,22264.0,81.8,53388.0,997.0,4.3,
"cumberland county, va",,,,,,,,,,,,,,,,,4719.0,4562.0,64.4,55257.0,157.0,3.3,
cuming county,123.0,121.0,-46.0,82.0,8.0,-37.0,2.0,-38.0,8953.0,13.7,13.5,-5.1,0.9,0.2,-4.2,-1.0,,,,,,,
"cuming county, ne",,,,,,,,,,,,,,,,,4858.0,4772.0,94.2,65809.0,86.0,1.8,
currituck county,345.0,318.0,1231.0,135.0,-6.0,1308.0,27.0,1225.0,31008.0,11.4,10.5,40.6,-0.2,0.9,40.4,56.0,,,,,,,
"currituck county, nc",,,,,,,,,,,,,,,,,14704.0,14187.0,112.9,76217.0,517.0,3.5,
curry county,782.0,576.0,-788.0,833.0,76.0,-506.0,206.0,-712.0,47430.0,16.4,12.1,-16.5,1.6,4.3,-14.9,0.0,,,,,,,
"curry county, nm",,,,,,,,,,,,,,,,,22276.0,21551.0,87.7,52463.0,725.0,3.3,
"curry county, or",,,,,,,,,,,,,,,,,9165.0,8698.0,72.2,54595.0,467.0,5.1,
custer county,38.0,61.0,279.0,4.0,1.0,274.0,-23.0,280.0,5337.0,7.3,11.7,53.7,0.2,-4.4,53.8,17.0,,,,,,,
"custer county, co",,,,,,,,,,,,,,,,,2280.0,2211.0,76.1,67766.0,69.0,3.0,
"custer county, id",,,,,,,,,,,,,,,,,2142.0,2065.0,79.0,57405.0,77.0,3.6,
"custer county, mt",,,,,,,,,,,,,,,,,6327.0,6169.0,95.3,64743.0,158.0,2.5,
"custer county, ne",,,,,,,,,,,,,,,,,6362.0,6262.0,86.4,60328.0,100.0,1.6,
"custer county, ok",,,,,,,,,,,,,,,,,15137.0,14734.0,90.6,54056.0,403.0,2.7,
"custer county, sd",,,,,,,,,,,,,,,,,4208.0,4091.0,106.7,75336.0,117.0,2.8,
cuyahoga county,12957.0,15992.0,-10473.0,25662.0,3280.0,-10502.0,-3035.0,-7193.0,1236994.0,10.4,12.9,-8.4,2.6,-2.4,-5.8,-274.0,,,,,,,
"cuyahoga county, oh",,,,,,,,,,,,,,,,,600431.0,571700.0,92.4,60808.0,28731.0,4.8,
dade county,151.0,238.0,-41.0,633.0,6.0,-131.0,-87.0,-35.0,16090.0,9.3,14.7,-2.5,0.4,-5.4,-2.2,-9.0,,,,,,,
"dade county, ga",,,,,,,,,,,,,,,,,8038.0,7822.0,82.1,59708.0,216.0,2.7,
"dade county, mo",,,,,,,,,,,,,,,,,3409.0,3331.0,76.2,49386.0,78.0,2.3,
daggett county,8.0,7.0,31.0,0.0,0.0,33.0,1.0,31.0,1015.0,8.0,7.0,31.0,0.0,1.0,31.0,1.0,,,,,,,
"daggett county, ut",,,,,,,,,,,,,,,,,408.0,389.0,75.0,66427.0,19.0,4.7,
dakota county,5054.0,3382.0,-2084.0,3997.0,995.0,542.0,1672.0,-1089.0,443272.0,11.4,7.6,-4.7,2.2,3.8,-2.5,-41.0,,,,,,,
"dakota county, mn",,,,,,,,,,,,,,,,,241305.0,235800.0,118.7,97727.0,5505.0,2.3,
"dakota county, ne",,,,,,,,,,,,,,,,,10971.0,10684.0,94.5,65986.0,287.0,2.6,
dale county,689.0,707.0,110.0,757.0,29.0,100.0,-18.0,139.0,49495.0,13.9,14.3,2.2,0.6,-0.4,2.8,-21.0,,,,,,,
"dale county, al",,,,,,,,,,,,,,,,,21026.0,20490.0,84.7,50567.0,536.0,2.5,
dallam county,187.0,78.0,-162.0,27.0,105.0,60.0,109.0,-57.0,7235.0,26.0,10.8,-22.5,14.6,15.1,-7.9,8.0,,,,,,,
"dallam county, tx",,,,,,,,,,,,,,,,,3896.0,3804.0,85.3,61636.0,92.0,2.4,
dallas county,428.0,625.0,-635.0,476.0,34.0,-786.0,-197.0,-601.0,36729.0,11.5,16.8,-17.1,0.9,-5.3,-16.2,12.0,,,,,,,
"dallas county, al",,,,,,,,,,,,,,,,,13733.0,13058.0,59.1,35258.0,675.0,4.9,
"dallas county, ar",,,,,,,,,,,,,,,,,2696.0,2591.0,80.1,44476.0,105.0,3.9,
"dallas county, ia",,,,,,,,,,,,,,,,,53951.0,52836.0,156.6,109138.0,1115.0,2.1,
"dallas county, mo",,,,,,,,,,,,,,,,,7162.0,6962.0,76.9,49830.0,200.0,2.8,
"dallas county, tx",,,,,,,,,,,,,,,,,1421836.0,1368400.0,98.1,70871.0,53436.0,3.8,
dane county,5613.0,3949.0,2540.0,17526.0,2066.0,6216.0,1664.0,4606.0,567758.0,9.9,7.0,4.5,3.7,2.9,8.2,-54.0,,,,,,,
"dane county, wi",,,,,,,,,,,,,,,,,331415.0,324324.0,119.9,85189.0,7091.0,2.1,
daniels county,15.0,21.0,-20.0,19.0,0.0,-26.0,-6.0,-20.0,1645.0,9.0,12.7,-12.1,0.0,-3.6,-12.1,0.0,,,,,,,
"daniels county, mt",,,,,,,,,,,,,,,,,871.0,854.0,84.1,57141.0,17.0,2.0,
danville city,464.0,910.0,143.0,1486.0,47.0,-268.0,-446.0,190.0,42017.0,11.0,21.6,3.4,1.1,-10.6,4.5,-12.0,,,,,,,
"danville city, va",,,,,,,,,,,,,,,,,18699.0,17861.0,47.5,40799.0,838.0,4.5,
dare county,290.0,415.0,143.0,264.0,56.0,73.0,-125.0,199.0,37987.0,7.6,10.9,3.8,1.5,-3.3,5.2,-1.0,,,,,,,
"dare county, nc",,,,,,,,,,,,,,,,,19999.0,19129.0,121.5,82052.0,870.0,4.4,
darke county,575.0,741.0,70.0,624.0,9.0,-116.0,-166.0,79.0,51526.0,11.1,14.4,1.4,0.2,-3.2,1.5,-29.0,,,,,,,
"darke county, oh",,,,,,,,,,,,,,,,,25537.0,24634.0,99.8,65643.0,903.0,3.5,
darlington county,731.0,1117.0,66.0,1022.0,70.0,-289.0,-386.0,136.0,62436.0,11.7,17.8,1.1,1.1,-6.2,2.2,-39.0,,,,,,,
"darlington county, sc",,,,,,,,,,,,,,,,,29949.0,28898.0,78.5,50427.0,1051.0,3.5,
dauphin county,3237.0,3175.0,-254.0,6881.0,806.0,435.0,62.0,552.0,288687.0,11.2,11.0,-0.9,2.8,0.2,1.9,-179.0,,,,,,,
"dauphin county, pa",,,,,,,,,,,,,,,,,145887.0,140459.0,94.5,67813.0,5428.0,3.7,
davidson county,1781.0,2409.0,2111.0,1881.0,181.0,1663.0,-628.0,2292.0,172380.0,10.4,14.0,12.3,1.1,-3.7,13.4,-1.0,,,,,,,
"davidson county, nc",,,,,,,,,,,,,,,,,81375.0,78484.0,94.2,63590.0,2891.0,3.6,
"davidson county, tn",,,,,,,,,,,,,,,,,414106.0,402427.0,111.2,72561.0,11679.0,2.8,
davie county,424.0,600.0,623.0,415.0,18.0,463.0,-176.0,641.0,44115.0,9.7,13.7,14.2,0.4,-4.0,14.6,-2.0,,,,,,,
"davie county, nc",,,,,,,,,,,,,,,,,20745.0,20035.0,94.0,63436.0,710.0,3.4,
daviess county,535.0,353.0,-182.0,647.0,102.0,100.0,182.0,-80.0,33496.0,16.0,10.6,-5.4,3.0,5.4,-2.4,-2.0,,,,,,,
"daviess county, in",,,,,,,,,,,,,,,,,16608.0,16219.0,95.5,63777.0,389.0,2.3,
"daviess county, ky",,,,,,,,,,,,,,,,,45401.0,43578.0,111.3,65949.0,1823.0,4.0,
"daviess county, mo",,,,,,,,,,,,,,,,,3931.0,3832.0,82.8,53639.0,99.0,2.5,
davis county,152.0,88.0,-94.0,84.0,25.0,-3.0,64.0,-69.0,9147.0,16.6,9.6,-10.3,2.7,7.0,-7.5,2.0,,,,,,,
"davis county, ia",,,,,,,,,,,,,,,,,4289.0,4182.0,93.5,65201.0,107.0,2.5,
"davis county, ut",,,,,,,,,,,,,,,,,184020.0,179956.0,116.5,103143.0,4064.0,2.2,
davison county,228.0,242.0,22.0,518.0,11.0,8.0,-14.0,33.0,19907.0,11.5,12.2,1.1,0.6,-0.7,1.7,-11.0,,,,,,,
"davison county, sd",,,,,,,,,,,,,,,,,11068.0,10866.0,90.3,63753.0,202.0,1.8,
dawes county,76.0,103.0,130.0,753.0,-2.0,103.0,-27.0,128.0,8252.0,9.3,12.6,15.9,-0.2,-3.3,15.6,2.0,,,,,,,
"dawes county, ne",,,,,,,,,,,,,,,,,5024.0,4926.0,75.4,52621.0,98.0,2.0,
dawson county,325.0,317.0,1572.0,125.0,19.0,1691.0,8.0,1591.0,30189.0,11.1,10.8,53.6,0.6,0.3,54.2,92.0,,,,,,,
"dawson county, ga",,,,,,,,,,,,,,,,,13388.0,13047.0,116.2,84551.0,341.0,2.5,
"dawson county, mt",,,,,,,,,,,,,,,,,4513.0,4405.0,89.5,60763.0,108.0,2.4,
"dawson county, ne",,,,,,,,,,,,,,,,,13640.0,13332.0,88.9,62089.0,308.0,2.3,
"dawson county, tx",,,,,,,,,,,,,,,,,4521.0,4321.0,67.5,48801.0,200.0,4.4,
day county,45.0,80.0,74.0,101.0,11.0,49.0,-35.0,85.0,5475.0,8.3,14.7,13.6,2.0,-6.4,15.6,-1.0,,,,,,,
"day county, sd",,,,,,,,,,,,,,,,,2683.0,2604.0,88.9,62786.0,79.0,2.9,
de baca county,14.0,39.0,37.0,2.0,0.0,13.0,-25.0,37.0,1692.0,8.3,23.1,22.0,0.0,-14.8,22.0,1.0,,,,,,,
